INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2022-11-28', 326327, 226, 225, 451, 135, 30, 165, 0.9, '2023-06-01'),
('2022-11-28', -1, 163, 95, 258, 51, 15, 66, 0.9, '2023-06-01'),
('2022-11-29', 327193, 160, 95, 255, 260, 47, 307, 0.9, '2023-06-01'),
('2022-11-29', 245971, 165, 35, 200, 254, 25, 279, 0.9, '2023-06-01'),
('2022-11-29', 245871, 157, 151, 308, 93, 55, 148, 0.9, '2023-06-01'),
('2022-11-29', 326932, 286, 102, 388, 217, 13, 230, 0.9, '2023-06-01'),
('2022-11-29', 326327, 287, 140, 427, 205, 84, 289, 0.9, '2023-06-01'),
('2022-11-29', -1, 272, 51, 323, 121, 19, 140, 0.9, '2023-06-01'),
('2022-11-30', 327193, 157, 110, 267, 123, 37, 160, 0.9, '2023-06-01'),
('2022-11-30', 245971, 248, 237, 485, 109, 79, 188, 0.9, '2023-06-01'),
('2022-11-30', 245871, 296, 180, 476, 141, 16, 157, 0.9, '2023-06-01'),
('2022-11-30', 326932, 192, 144, 336, 290, 137, 427, 0.9, '2023-06-01'),
('2022-11-30', 326327, 256, 65, 321, 234, 20, 254, 0.9, '2023-06-01'),
('2022-11-30', -1, 223, 157, 380, 289, 92, 381, 0.9, '2023-06-01'),
('2022-12-01', 327193, 233, 208, 441, 68, 12, 80, 0.9, '2023-06-01'),
('2022-12-01', 245971, 235, 128, 363, 255, 88, 343, 0.9, '2023-06-01'),
('2022-12-01', 245871, 218, 101, 319, 164, 92, 256, 0.9, '2023-06-01'),
('2022-12-01', 326932, 98, 40, 138, 252, 144, 396, 0.9, '2023-06-01'),
('2022-12-01', 326327, 119, 30, 149, 178, 148, 326, 0.9, '2023-06-01'),
('2022-12-01', -1, 104, 91, 195, 205, 118, 323, 0.9, '2023-06-01'),
('2022-12-02', 327193, 249, 22, 271, 158, 13, 171, 0.9, '2023-06-01'),
('2022-12-02', 245971, 111, 13, 124, 176, 116, 292, 0.9, '2023-06-01'),
('2022-12-02', 245871, 99, 33, 132, 276, 33, 309, 0.9, '2023-06-01'),
('2022-12-02', 326932, 193, 156, 349, 277, 183, 460, 0.9, '2023-06-01'),
('2022-12-02', 326327, 262, 219, 481, 183, 46, 229, 0.9, '2023-06-01'),
('2022-12-02', -1, 109, 87, 196, 257, 74, 331, 0.9, '2023-06-01'),
('2022-12-03', 327193, 64, 52, 116, 151, 20, 171, 0.9, '2023-06-01'),
('2022-12-03', 245971, 120, 77, 197, 281, 19, 300, 0.9, '2023-06-01'),
('2022-12-03', 245871, 125, 80, 205, 143, 67, 210, 0.9, '2023-06-01'),
('2022-12-03', 326932, 51, 37, 88, 278, 216, 494, 0.9, '2023-06-01'),
('2022-12-03', 326327, 150, 74, 224, 200, 43, 243, 0.9, '2023-06-01'),
('2022-12-03', -1, 74, 41, 115, 296, 135, 431, 0.9, '2023-06-01'),
('2022-12-04', 327193, 219, 174, 393, 251, 204, 455, 0.9, '2023-06-01'),
('2022-12-04', 245971, 239, 202, 441, 112, 76, 188, 0.9, '2023-06-01'),
('2022-12-04', 245871, 76, 29, 105, 242, 181, 423, 0.9, '2023-06-01'),
('2022-12-04', 326932, 268, 261, 529, 203, 148, 351, 0.9, '2023-06-01'),
('2022-12-04', 326327, 252, 41, 293, 161, 79, 240, 0.9, '2023-06-01'),
('2022-12-04', -1, 235, 79, 314, 152, 46, 198, 0.9, '2023-06-01'),
('2022-12-05', 327193, 95, 43, 138, 66, 64, 130, 0.9, '2023-06-01'),
('2022-12-05', 245971, 251, 192, 443, 56, 51, 107, 0.9, '2023-06-01'),
('2022-12-05', 245871, 125, 119, 244, 90, 83, 173, 0.9, '2023-06-01'),
('2022-12-05', 326932, 75, 43, 118, 272, 166, 438, 0.9, '2023-06-01'),
('2022-12-05', 326327, 103, 83, 186, 210, 103, 313, 0.9, '2023-06-01'),
('2022-12-05', -1, 96, 42, 138, 153, 111, 264, 0.9, '2023-06-01'),
('2022-12-06', 327193, 257, 131, 388, 62, 61, 123, 0.9, '2023-06-01'),
('2022-12-06', 245971, 267, 158, 425, 156, 74, 230, 0.9, '2023-06-01'),
('2022-12-06', 245871, 238, 64, 302, 74, 14, 88, 0.9, '2023-06-01'),
('2022-12-06', 326932, 201, 48, 249, 129, 99, 228, 0.9, '2023-06-01'),
('2022-12-06', 326327, 112, 14, 126, 275, 44, 319, 0.9, '2023-06-01'),
('2022-12-06', -1, 78, 43, 121, 109, 56, 165, 0.9, '2023-06-01'),
('2022-12-07', 327193, 285, 147, 432, 250, 211, 461, 0.9, '2023-06-01'),
('2022-12-07', 245971, 140, 137, 277, 81, 63, 144, 0.9, '2023-06-01'),
('2022-12-07', 245871, 203, 37, 240, 300, 274, 574, 0.9, '2023-06-01'),
('2022-12-07', 326932, 175, 23, 198, 215, 174, 389, 0.9, '2023-06-01'),
('2022-12-07', 326327, 277, 148, 425, 219, 95, 314, 0.9, '2023-06-01'),
('2022-12-07', -1, 69, 25, 94, 254, 60, 314, 0.9, '2023-06-01'),
('2022-12-08', 327193, 116, 112, 228, 238, 231, 469, 0.9, '2023-06-01'),
('2022-12-08', 245971, 268, 14, 282, 69, 30, 99, 0.9, '2023-06-01'),
('2022-12-08', 245871, 166, 47, 213, 82, 33, 115, 0.9, '2023-06-01'),
('2022-12-08', 326932, 252, 157, 409, 228, 134, 362, 0.9, '2023-06-01'),
('2022-12-08', 326327, 85, 40, 125, 141, 105, 246, 0.9, '2023-06-01'),
('2022-12-08', -1, 87, 44, 131, 71, 63, 134, 0.9, '2023-06-01'),
('2022-12-09', 327193, 197, 72, 269, 100, 17, 117, 0.9, '2023-06-01'),
('2022-12-09', 245971, 236, 50, 286, 90, 72, 162, 0.9, '2023-06-01'),
('2022-12-09', 245871, 179, 36, 215, 113, 60, 173, 0.9, '2023-06-01'),
('2022-12-09', 326932, 207, 101, 308, 88, 60, 148, 0.9, '2023-06-01'),
('2022-12-09', 326327, 240, 26, 266, 218, 50, 268, 0.9, '2023-06-01'),
('2022-12-09', -1, 96, 64, 160, 198, 13, 211, 0.9, '2023-06-01'),
('2022-12-10', 327193, 139, 139, 278, 257, 171, 428, 0.9, '2023-06-01'),
('2022-12-10', 245971, 81, 23, 104, 137, 34, 171, 0.9, '2023-06-01'),
('2022-12-10', 245871, 289, 182, 471, 111, 43, 154, 0.9, '2023-06-01'),
('2022-12-10', 326932, 52, 16, 68, 154, 96, 250, 0.9, '2023-06-01'),
('2022-12-10', 326327, 70, 21, 91, 237, 120, 357, 0.9, '2023-06-01'),
('2022-12-10', -1, 261, 62, 323, 101, 44, 145, 0.9, '2023-06-01'),
('2022-12-11', 327193, 160, 36, 196, 118, 33, 151, 0.9, '2023-06-01'),
('2022-12-11', 245971, 145, 15, 160, 98, 13, 111, 0.9, '2023-06-01'),
('2022-12-11', 245871, 238, 25, 263, 76, 29, 105, 0.9, '2023-06-01'),
('2022-12-11', 326932, 240, 149, 389, 150, 109, 259, 0.9, '2023-06-01'),
('2022-12-11', 326327, 155, 98, 253, 175, 172, 347, 0.9, '2023-06-01'),
('2022-12-11', -1, 147, 41, 188, 147, 33, 180, 0.9, '2023-06-01'),
('2022-12-12', 327193, 50, 35, 85, 158, 65, 223, 0.9, '2023-06-01'),
('2022-12-12', 245971, 291, 249, 540, 236, 69, 305, 0.9, '2023-06-01'),
('2022-12-12', 245871, 103, 41, 144, 201, 138, 339, 0.9, '2023-06-01'),
('2022-12-12', 326932, 282, 91, 373, 72, 37, 109, 0.9, '2023-06-01'),
('2022-12-12', 326327, 165, 17, 182, 70, 29, 99, 0.9, '2023-06-01'),
('2022-12-12', -1, 162, 87, 249, 235, 19, 254, 0.9, '2023-06-01'),
('2022-12-13', 327193, 139, 78, 217, 263, 38, 301, 0.9, '2023-06-01'),
('2022-12-13', 245971, 80, 27, 107, 259, 126, 385, 0.9, '2023-06-01'),
('2022-12-13', 245871, 273, 84, 357, 145, 67, 212, 0.9, '2023-06-01'),
('2022-12-13', 326932, 221, 201, 422, 109, 81, 190, 0.9, '2023-06-01'),
('2022-12-13', 326327, 188, 80, 268, 196, 119, 315, 0.9, '2023-06-01'),
('2022-12-13', -1, 161, 96, 257, 195, 175, 370, 0.9, '2023-06-01'),
('2022-12-14', 327193, 139, 53, 192, 157, 69, 226, 0.9, '2023-06-01'),
('2022-12-14', 245971, 255, 164, 419, 200, 112, 312, 0.9, '2023-06-01'),
('2022-12-14', 245871, 73, 56, 129, 79, 23, 102, 0.9, '2023-06-01'),
('2022-12-14', 326932, 291, 86, 377, 219, 206, 425, 0.9, '2023-06-01'),
('2022-12-14', 326327, 278, 226, 504, 79, 24, 103, 0.9, '2023-06-01'),
('2022-12-14', -1, 287, 74, 361, 55, 46, 101, 0.9, '2023-06-01'),
('2022-12-15', 327193, 144, 40, 184, 87, 17, 104, 0.9, '2023-06-01'),
('2022-12-15', 245971, 176, 158, 334, 214, 11, 225, 0.9, '2023-06-01'),
('2022-12-15', 245871, 234, 120, 354, 256, 230, 486, 0.9, '2023-06-01'),
('2022-12-15', 326932, 187, 67, 254, 249, 198, 447, 0.9, '2023-06-01'),
('2022-12-15', 326327, 129, 47, 176, 105, 51, 156, 0.9, '2023-06-01'),
('2022-12-15', -1, 58, 26, 84, 280, 97, 377, 0.9, '2023-06-01'),
('2022-12-16', 327193, 238, 187, 425, 254, 189, 443, 0.9, '2023-06-01'),
('2022-12-16', 245971, 216, 119, 335, 212, 75, 287, 0.9, '2023-06-01'),
('2022-12-16', 245871, 207, 27, 234, 284, 151, 435, 0.9, '2023-06-01'),
('2022-12-16', 326932, 72, 56, 128, 66, 21, 87, 0.9, '2023-06-01'),
('2022-12-16', 326327, 223, 10, 233, 158, 66, 224, 0.9, '2023-06-01'),
('2022-12-16', -1, 66, 14, 80, 243, 213, 456, 0.9, '2023-06-01'),
('2022-12-17', 327193, 193, 67, 260, 170, 133, 303, 0.9, '2023-06-01'),
('2022-12-17', 245971, 93, 52, 145, 247, 71, 318, 0.9, '2023-06-01'),
('2022-12-17', 245871, 222, 192, 414, 207, 93, 300, 0.9, '2023-06-01'),
('2022-12-17', 326932, 162, 112, 274, 176, 122, 298, 0.9, '2023-06-01'),
('2022-12-17', 326327, 300, 63, 363, 199, 192, 391, 0.9, '2023-06-01'),
('2022-12-17', -1, 96, 70, 166, 176, 75, 251, 0.9, '2023-06-01'),
('2022-12-18', 327193, 176, 105, 281, 266, 115, 381, 0.9, '2023-06-01'),
('2022-12-18', 245971, 106, 93, 199, 186, 129, 315, 0.9, '2023-06-01'),
('2022-12-18', 245871, 297, 163, 460, 253, 228, 481, 0.9, '2023-06-01'),
('2022-12-18', 326932, 238, 34, 272, 187, 146, 333, 0.9, '2023-06-01'),
('2022-12-18', 326327, 119, 74, 193, 127, 87, 214, 0.9, '2023-06-01'),
('2022-12-18', -1, 137, 112, 249, 63, 43, 106, 0.9, '2023-06-01'),
('2022-12-19', 327193, 235, 139, 374, 65, 10, 75, 0.9, '2023-06-01'),
('2022-12-19', 245971, 191, 189, 380, 147, 76, 223, 0.9, '2023-06-01'),
('2022-12-19', 245871, 120, 45, 165, 279, 33, 312, 0.9, '2023-06-01'),
('2022-12-19', 326932, 97, 58, 155, 58, 31, 89, 0.9, '2023-06-01'),
('2022-12-19', 326327, 174, 72, 246, 260, 54, 314, 0.9, '2023-06-01'),
('2022-12-19', -1, 124, 114, 238, 50, 38, 88, 0.9, '2023-06-01'),
('2022-12-20', 327193, 199, 171, 370, 144, 120, 264, 0.9, '2023-06-01'),
('2022-12-20', 245971, 61, 57, 118, 107, 27, 134, 0.9, '2023-06-01'),
('2022-12-20', 245871, 185, 117, 302, 160, 81, 241, 0.9, '2023-06-01'),
('2022-12-20', 326932, 239, 183, 422, 218, 197, 415, 0.9, '2023-06-01'),
('2022-12-20', 326327, 52, 47, 99, 86, 16, 102, 0.9, '2023-06-01'),
('2022-12-20', -1, 294, 182, 476, 282, 232, 514, 0.9, '2023-06-01'),
('2022-12-21', 327193, 102, 50, 152, 123, 62, 185, 0.9, '2023-06-01'),
('2022-12-21', 245971, 98, 39, 137, 147, 13, 160, 0.9, '2023-06-01'),
('2022-12-21', 245871, 251, 242, 493, 106, 82, 188, 0.9, '2023-06-01'),
('2022-12-21', 326932, 216, 100, 316, 75, 20, 95, 0.9, '2023-06-01'),
('2022-12-21', 326327, 131, 68, 199, 185, 27, 212, 0.9, '2023-06-01'),
('2022-12-21', -1, 237, 35, 272, 220, 106, 326, 0.9, '2023-06-01'),
('2022-12-22', 327193, 256, 176, 432, 242, 191, 433, 0.9, '2023-06-01'),
('2022-12-22', 245971, 128, 80, 208, 239, 162, 401, 0.9, '2023-06-01'),
('2022-12-22', 245871, 146, 87, 233, 111, 27, 138, 0.9, '2023-06-01'),
('2022-12-22', 326932, 207, 156, 363, 295, 26, 321, 0.9, '2023-06-01'),
('2022-12-22', 326327, 258, 190, 448, 178, 136, 314, 0.9, '2023-06-01'),
('2022-12-22', -1, 202, 34, 236, 151, 101, 252, 0.9, '2023-06-01'),
('2022-12-23', 327193, 91, 20, 111, 106, 49, 155, 0.9, '2023-06-01'),
('2022-12-23', 245971, 110, 96, 206, 244, 226, 470, 0.9, '2023-06-01'),
('2022-12-23', 245871, 104, 12, 116, 133, 111, 244, 0.9, '2023-06-01'),
('2022-12-23', 326932, 68, 11, 79, 128, 98, 226, 0.9, '2023-06-01'),
('2022-12-23', 326327, 90, 17, 107, 157, 64, 221, 0.9, '2023-06-01'),
('2022-12-23', -1, 145, 76, 221, 136, 69, 205, 0.9, '2023-06-01'),
('2022-12-24', 327193, 218, 172, 390, 292, 161, 453, 0.9, '2023-06-01'),
('2022-12-24', 245971, 219, 210, 429, 209, 78, 287, 0.9, '2023-06-01'),
('2022-12-24', 245871, 147, 48, 195, 146, 17, 163, 0.9, '2023-06-01'),
('2022-12-24', 326932, 57, 45, 102, 276, 44, 320, 0.9, '2023-06-01'),
('2022-12-24', 326327, 249, 70, 319, 142, 110, 252, 0.9, '2023-06-01'),
('2022-12-24', -1, 143, 70, 213, 277, 270, 547, 0.9, '2023-06-01'),
('2022-12-25', 327193, 176, 28, 204, 250, 42, 292, 0.9, '2023-06-01'),
('2022-12-25', 245971, 81, 36, 117, 126, 81, 207, 0.9, '2023-06-01'),
('2022-12-25', 245871, 213, 163, 376, 140, 88, 228, 0.9, '2023-06-01'),
('2022-12-25', 326932, 223, 175, 398, 184, 14, 198, 0.9, '2023-06-01'),
('2022-12-25', 326327, 144, 34, 178, 211, 49, 260, 0.9, '2023-06-01'),
('2022-12-25', -1, 132, 47, 179, 66, 58, 124, 0.9, '2023-06-01'),
('2022-12-26', 327193, 233, 19, 252, 281, 36, 317, 0.9, '2023-06-01'),
('2022-12-26', 245971, 228, 38, 266, 150, 78, 228, 0.9, '2023-06-01'),
('2022-12-26', 245871, 235, 96, 331, 230, 183, 413, 0.9, '2023-06-01'),
('2022-12-26', 326932, 272, 141, 413, 57, 13, 70, 0.9, '2023-06-01'),
('2022-12-26', 326327, 99, 12, 111, 72, 68, 140, 0.9, '2023-06-01'),
('2022-12-26', -1, 277, 255, 532, 164, 151, 315, 0.9, '2023-06-01'),
('2022-12-27', 327193, 280, 273, 553, 233, 57, 290, 0.9, '2023-06-01'),
('2022-12-27', 245971, 63, 32, 95, 83, 21, 104, 0.9, '2023-06-01'),
('2022-12-27', 245871, 122, 75, 197, 205, 119, 324, 0.9, '2023-06-01'),
('2022-12-27', 326932, 231, 71, 302, 139, 100, 239, 0.9, '2023-06-01'),
('2022-12-27', 326327, 58, 40, 98, 91, 63, 154, 0.9, '2023-06-01'),
('2022-12-27', -1, 84, 83, 167, 57, 20, 77, 0.9, '2023-06-01'),
('2022-12-28', 327193, 73, 33, 106, 163, 101, 264, 0.9, '2023-06-01'),
('2022-12-28', 245971, 219, 32, 251, 76, 34, 110, 0.9, '2023-06-01'),
('2022-12-28', 245871, 222, 189, 411, 81, 34, 115, 0.9, '2023-06-01'),
('2022-12-28', 326932, 147, 56, 203, 188, 162, 350, 0.9, '2023-06-01'),
('2022-12-28', 326327, 287, 88, 375, 107, 105, 212, 0.9, '2023-06-01'),
('2022-12-28', -1, 171, 147, 318, 77, 49, 126, 0.9, '2023-06-01'),
('2022-12-29', 327193, 168, 118, 286, 136, 52, 188, 0.9, '2023-06-01'),
('2022-12-29', 245971, 224, 39, 263, 63, 36, 99, 0.9, '2023-06-01'),
('2022-12-29', 245871, 242, 21, 263, 158, 117, 275, 0.9, '2023-06-01'),
('2022-12-29', 326932, 89, 16, 105, 234, 12, 246, 0.9, '2023-06-01'),
('2022-12-29', 326327, 217, 170, 387, 225, 177, 402, 0.9, '2023-06-01'),
('2022-12-29', -1, 259, 238, 497, 214, 112, 326, 0.9, '2023-06-01'),
('2022-12-30', 327193, 141, 104, 245, 161, 16, 177, 0.9, '2023-06-01'),
('2022-12-30', 245971, 221, 121, 342, 285, 174, 459, 0.9, '2023-06-01'),
('2022-12-30', 245871, 298, 240, 538, 257, 148, 405, 0.9, '2023-06-01'),
('2022-12-30', 326932, 51, 48, 99, 205, 37, 242, 0.9, '2023-06-01'),
('2022-12-30', 326327, 238, 91, 329, 231, 65, 296, 0.9, '2023-06-01'),
('2022-12-30', -1, 69, 14, 83, 118, 54, 172, 0.9, '2023-06-01'),
('2022-12-31', 327193, 66, 29, 95, 97, 57, 154, 0.9, '2023-06-01'),
('2022-12-31', 245971, 123, 96, 219, 175, 145, 320, 0.9, '2023-06-01'),
('2022-12-31', 245871, 193, 35, 228, 78, 36, 114, 0.9, '2023-06-01'),
('2022-12-31', 326932, 200, 178, 378, 185, 44, 229, 0.9, '2023-06-01'),
('2022-12-31', 326327, 187, 72, 259, 216, 132, 348, 0.9, '2023-06-01'),
('2022-12-31', -1, 208, 58, 266, 53, 30, 83, 0.9, '2023-06-01'),
('2024-01-01', 327193, 298, 18, 316, 104, 93, 197, 0.9, '2023-06-01'),
('2024-01-01', 245971, 98, 93, 191, 270, 147, 417, 0.9, '2023-06-01'),
('2024-01-01', 245871, 225, 223, 448, 63, 61, 124, 0.9, '2023-06-01'),
('2024-01-01', 326932, 131, 115, 246, 141, 138, 279, 0.9, '2023-06-01'),
('2024-01-01', 326327, 156, 103, 259, 183, 137, 320, 0.9, '2023-06-01'),
('2024-01-01', -1, 83, 45, 128, 127, 69, 196, 0.9, '2023-06-01'),
('2024-01-02', 327193, 124, 123, 247, 299, 180, 479, 0.9, '2023-06-01'),
('2024-01-02', 245971, 191, 147, 338, 158, 44, 202, 0.9, '2023-06-01'),
('2024-01-02', 245871, 81, 15, 96, 175, 145, 320, 0.9, '2023-06-01'),
('2024-01-02', 326932, 281, 124, 405, 61, 37, 98, 0.9, '2023-06-01'),
('2024-01-02', 326327, 120, 54, 174, 299, 233, 532, 0.9, '2023-06-01'),
('2024-01-02', -1, 65, 16, 81, 291, 46, 337, 0.9, '2023-06-01'),
('2024-01-03', 327193, 80, 57, 137, 62, 43, 105, 0.9, '2023-06-01'),
('2024-01-03', 245971, 138, 48, 186, 123, 24, 147, 0.9, '2023-06-01'),
('2024-01-03', 245871, 298, 13, 311, 138, 107, 245, 0.9, '2023-06-01'),
('2024-01-03', 326932, 53, 17, 70, 233, 131, 364, 0.9, '2023-06-01'),
('2024-01-03', 326327, 245, 175, 420, 88, 56, 144, 0.9, '2023-06-01'),
('2024-01-03', -1, 50, 28, 78, 92, 17, 109, 0.9, '2023-06-01'),
('2024-01-04', 327193, 123, 122, 245, 174, 146, 320, 0.9, '2023-06-01'),
('2024-01-04', 245971, 248, 187, 435, 244, 197, 441, 0.9, '2023-06-01'),
('2024-01-04', 245871, 138, 86, 224, 67, 18, 85, 0.9, '2023-06-01'),
('2024-01-04', 326932, 198, 64, 262, 157, 34, 191, 0.9, '2023-06-01'),
('2024-01-04', 326327, 244, 154, 398, 173, 68, 241, 0.9, '2023-06-01'),
('2024-01-04', -1, 85, 73, 158, 268, 71, 339, 0.9, '2023-06-01'),
('2024-01-05', 327193, 298, 97, 395, 276, 59, 335, 0.9, '2023-06-01'),
('2024-01-05', 245971, 82, 42, 124, 126, 115, 241, 0.9, '2023-06-01'),
('2024-01-05', 245871, 158, 105, 263, 234, 45, 279, 0.9, '2023-06-01'),
('2024-01-05', 326932, 280, 98, 378, 165, 40, 205, 0.9, '2023-06-01'),
('2024-01-05', 326327, 276, 185, 461, 93, 93, 186, 0.9, '2023-06-01'),
('2024-01-05', -1, 170, 94, 264, 279, 173, 452, 0.9, '2023-06-01'),
('2024-01-06', 327193, 100, 12, 112, 189, 132, 321, 0.9, '2023-06-01'),
('2024-01-06', 245971, 87, 36, 123, 150, 97, 247, 0.9, '2023-06-01'),
('2024-01-06', 245871, 181, 157, 338, 177, 148, 325, 0.9, '2023-06-01'),
('2024-01-06', 326932, 123, 96, 219, 86, 47, 133, 0.9, '2023-06-01'),
('2024-01-06', 326327, 166, 51, 217, 109, 102, 211, 0.9, '2023-06-01'),
('2024-01-06', -1, 272, 55, 327, 76, 23, 99, 0.9, '2023-06-01'),
('2024-01-07', 327193, 158, 107, 265, 71, 14, 85, 0.9, '2023-06-01'),
('2024-01-07', 245971, 77, 32, 109, 299, 236, 535, 0.9, '2023-06-01'),
('2024-01-07', 245871, 99, 10, 109, 182, 13, 195, 0.9, '2023-06-01'),
('2024-01-07', 326932, 147, 20, 167, 137, 33, 170, 0.9, '2023-06-01'),
('2024-01-07', 326327, 76, 14, 90, 176, 164, 340, 0.9, '2023-06-01'),
('2024-01-07', -1, 206, 45, 251, 111, 52, 163, 0.9, '2023-06-01'),
('2024-01-08', 327193, 226, 190, 416, 271, 29, 300, 0.9, '2023-06-01'),
('2024-01-08', 245971, 178, 97, 275, 138, 59, 197, 0.9, '2023-06-01'),
('2024-01-08', 245871, 285, 14, 299, 165, 107, 272, 0.9, '2023-06-01'),
('2024-01-08', 326932, 128, 126, 254, 195, 30, 225, 0.9, '2023-06-01'),
('2024-01-08', 326327, 155, 37, 192, 294, 247, 541, 0.9, '2023-06-01'),
('2024-01-08', -1, 165, 71, 236, 237, 110, 347, 0.9, '2023-06-01'),
('2024-01-09', 327193, 60, 44, 104, 189, 83, 272, 0.9, '2023-06-01'),
('2024-01-09', 245971, 231, 54, 285, 92, 47, 139, 0.9, '2023-06-01'),
('2024-01-09', 245871, 82, 59, 141, 210, 138, 348, 0.9, '2023-06-01'),
('2024-01-09', 326932, 153, 83, 236, 214, 22, 236, 0.9, '2023-06-01'),
('2024-01-09', 326327, 142, 89, 231, 274, 117, 391, 0.9, '2023-06-01'),
('2024-01-09', -1, 157, 123, 280, 281, 179, 460, 0.9, '2023-06-01'),
('2024-01-10', 327193, 287, 102, 389, 183, 26, 209, 0.9, '2023-06-01'),
('2024-01-10', 245971, 244, 183, 427, 148, 73, 221, 0.9, '2023-06-01'),
('2024-01-10', 245871, 91, 30, 121, 281, 85, 366, 0.9, '2023-06-01'),
('2024-01-10', 326932, 161, 84, 245, 122, 87, 209, 0.9, '2023-06-01'),
('2024-01-10', 326327, 297, 157, 454, 135, 96, 231, 0.9, '2023-06-01'),
('2024-01-10', -1, 199, 30, 229, 137, 113, 250, 0.9, '2023-06-01'),
('2024-01-11', 327193, 256, 10, 266, 82, 78, 160, 0.9, '2023-06-01'),
('2024-01-11', 245971, 84, 26, 110, 272, 38, 310, 0.9, '2023-06-01'),
('2024-01-11', 245871, 215, 158, 373, 148, 111, 259, 0.9, '2023-06-01'),
('2024-01-11', 326932, 138, 75, 213, 268, 259, 527, 0.9, '2023-06-01'),
('2024-01-11', 326327, 168, 146, 314, 103, 82, 185, 0.9, '2023-06-01'),
('2024-01-11', -1, 203, 149, 352, 195, 46, 241, 0.9, '2023-06-01'),
('2024-01-12', 327193, 101, 27, 128, 67, 13, 80, 0.9, '2023-06-01'),
('2024-01-12', 245971, 240, 165, 405, 289, 46, 335, 0.9, '2023-06-01'),
('2024-01-12', 245871, 219, 174, 393, 112, 52, 164, 0.9, '2023-06-01'),
('2024-01-12', 326932, 92, 28, 120, 203, 99, 302, 0.9, '2023-06-01'),
('2024-01-12', 326327, 162, 75, 237, 76, 17, 93, 0.9, '2023-06-01'),
('2024-01-12', -1, 196, 25, 221, 110, 20, 130, 0.9, '2023-06-01'),
('2024-01-13', 327193, 270, 242, 512, 227, 40, 267, 0.9, '2023-06-01'),
('2024-01-13', 245971, 225, 82, 307, 164, 158, 322, 0.9, '2023-06-01'),
('2024-01-13', 245871, 285, 31, 316, 120, 119, 239, 0.9, '2023-06-01'),
('2024-01-13', 326932, 138, 56, 194, 52, 32, 84, 0.9, '2023-06-01'),
('2024-01-13', 326327, 141, 78, 219, 156, 146, 302, 0.9, '2023-06-01'),
('2024-01-13', -1, 205, 122, 327, 104, 95, 199, 0.9, '2023-06-01'),
('2024-01-14', 327193, 174, 52, 226, 157, 83, 240, 0.9, '2023-06-01'),
('2024-01-14', 245971, 280, 188, 468, 105, 78, 183, 0.9, '2023-06-01'),
('2024-01-14', 245871, 228, 145, 373, 127, 115, 242, 0.9, '2023-06-01'),
('2024-01-14', 326932, 240, 127, 367, 105, 77, 182, 0.9, '2023-06-01'),
('2024-01-14', 326327, 147, 100, 247, 56, 51, 107, 0.9, '2023-06-01'),
('2024-01-14', -1, 200, 24, 224, 156, 29, 185, 0.9, '2023-06-01'),
('2024-01-15', 327193, 182, 20, 202, 231, 137, 368, 0.9, '2023-06-01'),
('2024-01-15', 245971, 259, 248, 507, 52, 23, 75, 0.9, '2023-06-01'),
('2024-01-15', 245871, 239, 114, 353, 105, 58, 163, 0.9, '2023-06-01'),
('2024-01-15', 326932, 79, 38, 117, 82, 63, 145, 0.9, '2023-06-01'),
('2024-01-15', 326327, 99, 83, 182, 295, 208, 503, 0.9, '2023-06-01'),
('2024-01-15', -1, 125, 31, 156, 116, 95, 211, 0.9, '2023-06-01'),
('2024-01-16', 327193, 207, 163, 370, 247, 135, 382, 0.9, '2023-06-01'),
('2024-01-16', 245971, 93, 12, 105, 253, 236, 489, 0.9, '2023-06-01'),
('2024-01-16', 245871, 82, 48, 130, 232, 110, 342, 0.9, '2023-06-01'),
('2024-01-16', 326932, 171, 143, 314, 134, 84, 218, 0.9, '2023-06-01'),
('2024-01-16', 326327, 251, 122, 373, 277, 72, 349, 0.9, '2023-06-01'),
('2024-01-16', -1, 199, 133, 332, 205, 103, 308, 0.9, '2023-06-01'),
('2024-01-17', 327193, 147, 113, 260, 84, 10, 94, 0.9, '2023-06-01'),
('2024-01-17', 245971, 178, 70, 248, 274, 182, 456, 0.9, '2023-06-01'),
('2024-01-17', 245871, 84, 78, 162, 161, 94, 255, 0.9, '2023-06-01'),
('2024-01-17', 326932, 259, 160, 419, 228, 221, 449, 0.9, '2023-06-01'),
('2024-01-17', 326327, 89, 70, 159, 164, 38, 202, 0.9, '2023-06-01'),
('2024-01-17', -1, 161, 86, 247, 155, 50, 205, 0.9, '2023-06-01'),
('2024-01-18', 327193, 89, 51, 140, 78, 25, 103, 0.9, '2023-06-01'),
('2024-01-18', 245971, 149, 75, 224, 128, 57, 185, 0.9, '2023-06-01'),
('2024-01-18', 245871, 64, 54, 118, 222, 208, 430, 0.9, '2023-06-01'),
('2024-01-18', 326932, 260, 131, 391, 79, 77, 156, 0.9, '2023-06-01'),
('2024-01-18', 326327, 99, 94, 193, 218, 104, 322, 0.9, '2023-06-01'),
('2024-01-18', -1, 286, 246, 532, 188, 132, 320, 0.9, '2023-06-01'),
('2024-01-19', 327193, 131, 57, 188, 51, 19, 70, 0.9, '2023-06-01'),
